day_id,date,day_title,order,category,category_pt,name_pt,address,latitude,longitude,leg_mode,leg_mode_pt,leg_hint,leg_maps_url,maps_search_url,route_day_url
day-2026-11-21,21 nov,Neuschwanstein (dia inteiro),8,transport,Transporte,Füssen Pulverturm (volta),"Pulverturmstraße 1, 87629 Füssen, Germany",47.568889,10.701389,bus,Ônibus,Descida → Pulverturm,https://www.google.com/maps/dir/?api=1&origin=Alpsee%2C%2087645%20Schwangau%2C%20Germany&destination=Pulverturmstra%C3%9Fe%201%2C%2087629%20F%C3%BCssen%2C%20Germany&travelmode=transit,https://www.google.com/maps/search/?api=1&query=Pulverturmstra%C3%9Fe%201%2C%2087629%20F%C3%BCssen%2C%20Germany,https://www.google.com/maps/dir/?api=1&origin=B%26B%20Hotel%20M%C3%BCnchen-Hbf%2C%20Arnulfstra%C3%9Fe%2030%2C%20M%C3%BCnchen%2C%20Germany&destination=Alpsee%2C%2087645%20Schwangau%2C%20Germany&travelmode=walking&waypoints=Schloss%20Hohenschwangau%2C%20Schwangau%2C%20Germany%7CNeuschwanstein%20Castle%2C%20Schwangau%2C%20Germany%7CMarienbr%C3%BCcke%2C%20Schwangau%2C%20Germany
day-2026-11-21,21 nov,Neuschwanstein (dia inteiro),9,transport,Transporte,München ZOB,"München ZOB, Munich, Germany",48.142067,11.549617,bus,Ônibus,FlixBus volta (~2h),https://www.google.com/maps/dir/?api=1&origin=Pulverturmstra%C3%9Fe%201%2C%2087629%20F%C3%BCssen%2C%20Germany&destination=M%C3%BCnchen%20ZOB%2C%20Munich%2C%20Germany&travelmode=transit,https://www.google.com/maps/search/?api=1&query=M%C3%BCnchen%20ZOB%2C%20Munich%2C%20Germany,https://www.google.com/maps/dir/?api=1&origin=B%26B%20Hotel%20M%C3%BCnchen-Hbf%2C%20Arnulfstra%C3%9Fe%2030%2C%20M%C3%BCnchen%2C%20Germany&destination=Alpsee%2C%2087645%20Schwangau%2C%20Germany&travelmode=walking&waypoints=Schloss%20Hohenschwangau%2C%20Schwangau%2C%20Germany%7CNeuschwanstein%20Castle%2C%20Schwangau%2C%20Germany%7CMarienbr%C3%BCcke%2C%20Schwangau%2C%20Germany
day-2026-11-22,22 nov,Munique → Salzburgo,1,hotel,Hotel,B&B Hotel München-Hbf (check-out),"B&B Hotel München-Hbf, Arnulfstraße 30, München, Germany",48.144472,11.559389,,,,,https://www.google.com/maps/search/?api=1&query=B%26B%20Hotel%20M%C3%BCnchen-Hbf%2C%20Arnulfstra%C3%9Fe%2030%2C%20M%C3%BCnchen%2C%20Germany,https://www.google.com/maps/dir/?api=1&origin=B%26B%20Hotel%20M%C3%BCnchen-Hbf%2C%20Arnulfstra%C3%9Fe%2030%2C%20M%C3%BCnchen%2C%20Germany&destination=Salzburg%20Cathedral%2C%20Salzburg%2C%20Austria&travelmode=walking&waypoints=Marienplatz%2C%20Munich%2C%20Germany%7CAtel%20Hotel%20Lasserhof%2C%20Lasserstra%C3%9Fe%2047%2C%205020%20Salzburg%2C%20Austria%7CMirabell%20Palace%20and%20Gardens%2C%20Salzburg%2C%20Austria%7CGetreidegasse%2C%20Salzburg%2C%20Austria
day-2026-11-22,22 nov,Munique → Salzburgo,2,sight,Ponto turístico,Marienplatz (se sobrar tempo),"Marienplatz, Munich, Germany",48.137154,11.575382,walk,A pé,Se sobrar tempo,https://www.google.com/maps/dir/?api=1&origin=B%26B%20Hotel%20M%C3%BCnchen-Hbf%2C%20Arnulfstra%C3%9Fe%2030%2C%20M%C3%BCnchen%2C%20Germany&destination=Marienplatz%2C%20Munich%2C%20Germany&travelmode=walking,https://www.google.com/maps/search/?api=1&query=Marienplatz%2C%20Munich%2C%20Germany,https://www.google.com/maps/dir/?api=1&origin=B%26B%20Hotel%20M%C3%BCnchen-Hbf%2C%20Arnulfstra%C3%9Fe%2030%2C%20M%C3%BCnchen%2C%20Germany&destination=Salzburg%20Cathedral%2C%20Salzburg%2C%20Austria&travelmode=walking&waypoints=Marienplatz%2C%20Munich%2C%20Germany%7CAtel%20Hotel%20Lasserhof%2C%20Lasserstra%C3%9Fe%2047%2C%205020%20Salzburg%2C%20Austria%7CMirabell%20Palace%20and%20Gardens%2C%20Salzburg%2C%20Austria%7CGetreidegasse%2C%20Salzburg%2C%20Austria
day-2026-11-22,22 nov,Munique → Salzburgo,3,transport,Transporte,München ZOB,"München ZOB, Munich, Germany",48.142067,11.549617,walk,A pé,Hotel → ZOB,https://www.google.com/maps/dir/?api=1&origin=Marienplatz%2C%20Munich%2C%20Germany&destination=M%C3%BCnchen%20ZOB%2C%20Munich%2C%20Germany&travelmode=walking,https://www.google.com/maps/search/?api=1&query=M%C3%BCnchen%20ZOB%2C%20Munich%2C%20Germany,https://www.google.com/maps/dir/?api=1&origin=B%26B%20Hotel%20M%C3%BCnchen-Hbf%2C%20Arnulfstra%C3%9Fe%2030%2C%20M%C3%BCnchen%2C%20Germany&destination=Salzburg%20Cathedral%2C%20Salzburg%2C%20Austria&travelmode=walking&waypoints=Marienplatz%2C%20Munich%2C%20Germany%7CAtel%20Hotel%20Lasserhof%2C%20Lasserstra%C3%9Fe%2047%2C%205020%20Salzburg%2C%20Austria%7CMirabell%20Palace%20and%20Gardens%2C%20Salzburg%2C%20Austria%7CGetreidegasse%2C%20Salzburg%2C%20Austria
day-2026-11-22,22 nov,Munique → Salzburgo,4,transport,Transporte,Salzburg P+R Süd (FlixBus),"Salzburg P+R Süd, Austria",47.791111,13.047222,bus,Ônibus,FlixBus → P+R Süd (~2h),https://www.google.com/maps/dir/?api=1&origin=M%C3%BCnchen%20ZOB%2C%20Munich%2C%20Germany&destination=Salzburg%20P%2BR%20S%C3%BCd%2C%20Austria&travelmode=transit,https://www.google.com/maps/search/?api=1&query=Salzburg%20P%2BR%20S%C3%BCd%2C%20Austria,https://www.google.com/maps/dir/?api=1&origin=B%26B%20Hotel%20M%C3%BCnchen-Hbf%2C%20Arnulfstra%C3%9Fe%2030%2C%20M%C3%BCnchen%2C%20Germany&destination=Salzburg%20Cathedral%2C%20Salzburg%2C%20Austria&travelmode=walking&waypoints=Marienplatz%2C%20Munich%2C%20Germany%7CAtel%20Hotel%20Lasserhof%2C%20Lasserstra%C3%9Fe%2047%2C%205020%20Salzburg%2C%20Austria%7CMirabell%20Palace%20and%20Gardens%2C%20Salzburg%2C%20Austria%7CGetreidegasse%2C%20Salzburg%2C%20Austria
day-2026-11-22,22 nov,Munique → Salzburgo,5,hotel,Hotel,Atel Hotel Lasserhof,"Atel Hotel Lasserhof, Lasserstraße 47, 5020 Salzburg, Austria",47.804200,13.043100,metro,Metro,P+R → hotel / centro,https://www.google.com/maps/dir/?api=1&origin=Salzburg%20P%2BR%20S%C3%BCd%2C%20Austria&destination=Atel%20Hotel%20Lasserhof%2C%20Lasserstra%C3%9Fe%2047%2C%205020%20Salzburg%2C%20Austria&travelmode=transit,https://www.google.com/maps/search/?api=1&query=Atel%20Hotel%20Lasserhof%2C%20Lasserstra%C3%9Fe%2047%2C%205020%20Salzburg%2C%20Austria,https://www.google.com/maps/dir/?api=1&origin=B%26B%20Hotel%20M%C3%BCnchen-Hbf%2C%20Arnulfstra%C3%9Fe%2030%2C%20M%C3%BCnchen%2C%20Germany&destination=Salzburg%20Cathedral%2C%20Salzburg%2C%20Austria&travelmode=walking&waypoints=Marienplatz%2C%20Munich%2C%20Germany%7CAtel%20Hotel%20Lasserhof%2C%20Lasserstra%C3%9Fe%2047%2C%205020%20Salzburg%2C%20Austria%7CMirabell%20Palace%20and%20Gardens%2C%20Salzburg%2C%20Austria%7CGetreidegasse%2C%20Salzburg%2C%20Austria
day-2026-11-22,22 nov,Munique → Salzburgo,6,sight,Ponto turístico,Mirabellgarten,"Mirabell Palace and Gardens, Salzburg, Austria",47.805833,13.040000,walk,A pé,Mirabellgarten,https://www.google.com/maps/dir/?api=1&origin=Atel%20Hotel%20Lasserhof%2C%20Lasserstra%C3%9Fe%2047%2C%205020%20Salzburg%2C%20Austria&destination=Mirabell%20Palace%20and%20Gardens%2C%20Salzburg%2C%20Austria&travelmode=walking,https://www.google.com/maps/search/?api=1&query=Mirabell%20Palace%20and%20Gardens%2C%20Salzburg%2C%20Austria,https://www.google.com/maps/dir/?api=1&origin=B%26B%20Hotel%20M%C3%BCnchen-Hbf%2C%20Arnulfstra%C3%9Fe%2030%2C%20M%C3%BCnchen%2C%20Germany&destination=Salzburg%20Cathedral%2C%20Salzburg%2C%20Austria&travelmode=walking&waypoints=Marienplatz%2C%20Munich%2C%20Germany%7CAtel%20Hotel%20Lasserhof%2C%20Lasserstra%C3%9Fe%2047%2C%205020%20Salzburg%2C%20Austria%7CMirabell%20Palace%20and%20Gardens%2C%20Salzburg%2C%20Austria%7CGetreidegasse%2C%20Salzburg%2C%20Austria
day-2026-11-22,22 nov,Munique → Salzburgo,7,sight,Ponto turístico,Getreidegasse,"Getreidegasse, Salzburg, Austria",47.800278,13.043333,walk,A pé,Getreidegasse,https://www.google.com/maps/dir/?api=1&origin=Mirabell%20Palace%20and%20Gardens%2C%20Salzburg%2C%20Austria&destination=Getreidegasse%2C%20Salzburg%2C%20Austria&travelmode=walking,https://www.google.com/maps/search/?api=1&query=Getreidegasse%2C%20Salzburg%2C%20Austria,https://www.google.com/maps/dir/?api=1&origin=B%26B%20Hotel%20M%C3%BCnchen-Hbf%2C%20Arnulfstra%C3%9Fe%2030%2C%20M%C3%BCnchen%2C%20Germany&destination=Salzburg%20Cathedral%2C%20Salzburg%2C%20Austria&travelmode=walking&waypoints=Marienplatz%2C%20Munich%2C%20Germany%7CAtel%20Hotel%20Lasserhof%2C%20Lasserstra%C3%9Fe%2047%2C%205020%20Salzburg%2C%20Austria%7CMirabell%20Palace%20and%20Gardens%2C%20Salzburg%2C%20Austria%7CGetreidegasse%2C%20Salzburg%2C%20Austria
day-2026-11-22,22 nov,Munique → Salzburgo,8,sight,Ponto turístico,Salzburger Dom,"Salzburg Cathedral, Salzburg, Austria",47.794444,13.046667,walk,A pé,Dom,https://www.google.com/maps/dir/?api=1&origin=Getreidegasse%2C%20Salzburg%2C%20Austria&destination=Salzburg%20Cathedral%2C%20Salzburg%2C%20Austria&travelmode=walking,https://www.google.com/maps/search/?api=1&query=Salzburg%20Cathedral%2C%20Salzburg%2C%20Austria,https://www.google.com/maps/dir/?api=1&origin=B%26B%20Hotel%20M%C3%BCnchen-Hbf%2C%20Arnulfstra%C3%9Fe%2030%2C%20M%C3%BCnchen%2C%20Germany&destination=Salzburg%20Cathedral%2C%20Salzburg%2C%20Austria&travelmode=walking&waypoints=Marienplatz%2C%20Munich%2C%20Germany%7CAtel%20Hotel%20Lasserhof%2C%20Lasserstra%C3%9Fe%2047%2C%205020%20Salzburg%2C%20Austria%7CMirabell%20Palace%20and%20Gardens%2C%20Salzburg%2C%20Austria%7CGetreidegasse%2C%20Salzburg%2C%20Austria
day-2026-11-23,23 nov,Salzburgo — Festung,1,hotel,Hotel,Atel Hotel Lasserhof,"Atel Hotel Lasserhof, Lasserstraße 47, Salzburg, Austria",47.804200,13.043100,,,,,https://www.google.com/maps/search/?api=1&query=Atel%20Hotel%20Lasserhof%2C%20Lasserstra%C3%9Fe%2047%2C%20Salzburg%2C%20Austria,https://www.google.com/maps/dir/?api=1&origin=Atel%20Hotel%20Lasserhof%2C%20Lasserstra%C3%9Fe%2047%2C%20Salzburg%2C%20Austria&destination=Dark%20Eagle%2C%20Paracelsusstra%C3%9Fe%2011%2C%20Salzburg%2C%20Austria&travelmode=walking&waypoints=Hohensalzburg%20Fortress%2C%20Salzburg%2C%20Austria%7CResidenzplatz%2C%20Salzburg%2C%20Austria%7CSalzburg%20Cathedral%2C%20Salzburg%2C%20Austria%7CGetreidegasse%2C%20Salzburg%2C%20Austria%7CMozartplatz%2C%20Salzburg%2C%20Austria%7CMakartsteg%2C%20Salzburg%2C%20Austria
day-2026-11-23,23 nov,Salzburgo — Festung,2,sight,Ponto turístico,Festung Hohensalzburg,"Hohensalzburg Fortress, Salzburg, Austria",47.794722,13.047778,walk,A pé,Subida · funicular ou pé,https://www.google.com/maps/dir/?api=1&origin=Atel%20Hotel%20Lasserhof%2C%20Lasserstra%C3%9Fe%2047%2C%20Salzburg%2C%20Austria&destination=Hohensalzburg%20Fortress%2C%20Salzburg%2C%20Austria&travelmode=walking,https://www.google.com/maps/search/?api=1&query=Hohensalzburg%20Fortress%2C%20Salzburg%2C%20Austria,https://www.google.com/maps/dir/?api=1&origin=Atel%20Hotel%20Lasserhof%2C%20Lasserstra%C3%9Fe%2047%2C%20Salzburg%2C%20Austria&destination=Dark%20Eagle%2C%20Paracelsusstra%C3%9Fe%2011%2C%20Salzburg%2C%20Austria&travelmode=walking&waypoints=Hohensalzburg%20Fortress%2C%20Salzburg%2C%20Austria%7CResidenzplatz%2C%20Salzburg%2C%20Austria%7CSalzburg%20Cathedral%2C%20Salzburg%2C%20Austria%7CGetreidegasse%2C%20Salzburg%2C%20Austria%7CMozartplatz%2C%20Salzburg%2C%20Austria%7CMakartsteg%2C%20Salzburg%2C%20Austria
day-2026-11-23,23 nov,Salzburgo — Festung,3,sight,Ponto turístico,Residenzplatz,"Residenzplatz, Salzburg, Austria",47.798333,13.045278,walk,A pé,Residenzplatz,https://www.google.com/maps/dir/?api=1&origin=Hohensalzburg%20Fortress%2C%20Salzburg%2C%20Austria&destination=Residenzplatz%2C%20Salzburg%2C%20Austria&travelmode=walking,https://www.google.com/maps/search/?api=1&query=Residenzplatz%2C%20Salzburg%2C%20Austria,https://www.google.com/maps/dir/?api=1&origin=Atel%20Hotel%20Lasserhof%2C%20Lasserstra%C3%9Fe%2047%2C%20Salzburg%2C%20Austria&destination=Dark%20Eagle%2C%20Paracelsusstra%C3%9Fe%2011%2C%20Salzburg%2C%20Austria&travelmode=walking&waypoints=Hohensalzburg%20Fortress%2C%20Salzburg%2C%20Austria%7CResidenzplatz%2C%20Salzburg%2C%20Austria%7CSalzburg%20Cathedral%2C%20Salzburg%2C%20Austria%7CGetreidegasse%2C%20Salzburg%2C%20Austria%7CMozartplatz%2C%20Salzburg%2C%20Austria%7CMakartsteg%2C%20Salzburg%2C%20Austria
day-2026-11-23,23 nov,Salzburgo — Festung,4,sight,Ponto turístico,Salzburger Dom,"Salzburg Cathedral, Salzburg, Austria",47.794444,13.046667,walk,A pé,Dom,https://www.google.com/maps/dir/?api=1&origin=Residenzplatz%2C%20Salzburg%2C%20Austria&destination=Salzburg%20Cathedral%2C%20Salzburg%2C%20Austria&travelmode=walking,https://www.google.com/maps/search/?api=1&query=Salzburg%20Cathedral%2C%20Salzburg%2C%20Austria,https://www.google.com/maps/dir/?api=1&origin=Atel%20Hotel%20Lasserhof%2C%20Lasserstra%C3%9Fe%2047%2C%20Salzburg%2C%20Austria&destination=Dark%20Eagle%2C%20Paracelsusstra%C3%9Fe%2011%2C%20Salzburg%2C%20Austria&travelmode=walking&waypoints=Hohensalzburg%20Fortress%2C%20Salzburg%2C%20Austria%7CResidenzplatz%2C%20Salzburg%2C%20Austria%7CSalzburg%20Cathedral%2C%20Salzburg%2C%20Austria%7CGetreidegasse%2C%20Salzburg%2C%20Austria%7CMozartplatz%2C%20Salzburg%2C%20Austria%7CMakartsteg%2C%20Salzburg%2C%20Austria
day-2026-11-23,23 nov,Salzburgo — Festung,5,sight,Ponto turístico,Getreidegasse,"Getreidegasse, Salzburg, Austria",47.800278,13.043333,walk,A pé,Getreidegasse,https://www.google.com/maps/dir/?api=1&origin=Salzburg%20Cathedral%2C%20Salzburg%2C%20Austria&destination=Getreidegasse%2C%20Salzburg%2C%20Austria&travelmode=walking,https://www.google.com/maps/search/?api=1&query=Getreidegasse%2C%20Salzburg%2C%20Austria,https://www.google.com/maps/dir/?api=1&origin=Atel%20Hotel%20Lasserhof%2C%20Lasserstra%C3%9Fe%2047%2C%20Salzburg%2C%20Austria&destination=Dark%20Eagle%2C%20Paracelsusstra%C3%9Fe%2011%2C%20Salzburg%2C%20Austria&travelmode=walking&waypoints=Hohensalzburg%20Fortress%2C%20Salzburg%2C%20Austria%7CResidenzplatz%2C%20Salzburg%2C%20Austria%7CSalzburg%20Cathedral%2C%20Salzburg%2C%20Austria%7CGetreidegasse%2C%20Salzburg%2C%20Austria%7CMozartplatz%2C%20Salzburg%2C%20Austria%7CMakartsteg%2C%20Salzburg%2C%20Austria
day-2026-11-23,23 nov,Salzburgo — Festung,6,sight,Ponto turístico,Mozartplatz,"Mozartplatz, Salzburg, Austria",47.799444,13.046389,walk,A pé,Mozartplatz,https://www.google.com/maps/dir/?api=1&origin=Getreidegasse%2C%20Salzburg%2C%20Austria&destination=Mozartplatz%2C%20Salzburg%2C%20Austria&travelmode=walking,https://www.google.com/maps/search/?api=1&query=Mozartplatz%2C%20Salzburg%2C%20Austria,https://www.google.com/maps/dir/?api=1&origin=Atel%20Hotel%20Lasserhof%2C%20Lasserstra%C3%9Fe%2047%2C%20Salzburg%2C%20Austria&destination=Dark%20Eagle%2C%20Paracelsusstra%C3%9Fe%2011%2C%20Salzburg%2C%20Austria&travelmode=walking&waypoints=Hohensalzburg%20Fortress%2C%20Salzburg%2C%20Austria%7CResidenzplatz%2C%20Salzburg%2C%20Austria%7CSalzburg%20Cathedral%2C%20Salzburg%2C%20Austria%7CGetreidegasse%2C%20Salzburg%2C%20Austria%7CMozartplatz%2C%20Salzburg%2C%20Austria%7CMakartsteg%2C%20Salzburg%2C%20Austria
day-2026-11-23,23 nov,Salzburgo — Festung,7,sight,Ponto turístico,Makartsteg,"Makartsteg, Salzburg, Austria",47.801944,13.042778,walk,A pé,Makartsteg,https://www.google.com/maps/dir/?api=1&origin=Mozartplatz%2C%20Salzburg%2C%20Austria&destination=Makartsteg%2C%20Salzburg%2C%20Austria&travelmode=walking,https://www.google.com/maps/search/?api=1&query=Makartsteg%2C%20Salzburg%2C%20Austria,https://www.google.com/maps/dir/?api=1&origin=Atel%20Hotel%20Lasserhof%2C%20Lasserstra%C3%9Fe%2047%2C%20Salzburg%2C%20Austria&destination=Dark%20Eagle%2C%20Paracelsusstra%C3%9Fe%2011%2C%20Salzburg%2C%20Austria&travelmode=walking&waypoints=Hohensalzburg%20Fortress%2C%20Salzburg%2C%20Austria%7CResidenzplatz%2C%20Salzburg%2C%20Austria%7CSalzburg%20Cathedral%2C%20Salzburg%2C%20Austria%7CGetreidegasse%2C%20Salzburg%2C%20Austria%7CMozartplatz%2C%20Salzburg%2C%20Austria%7CMakartsteg%2C%20Salzburg%2C%20Austria
day-2026-11-23,23 nov,Salzburgo — Festung,8,night,Noite,Dark Eagle (opcional),"Dark Eagle, Paracelsusstraße 11, Salzburg, Austria",47.802500,13.040800,walk,A pé,Dark Eagle,https://www.google.com/maps/dir/?api=1&origin=Makartsteg%2C%20Salzburg%2C%20Austria&destination=Dark%20Eagle%2C%20Paracelsusstra%C3%9Fe%2011%2C%20Salzburg%2C%20Austria&travelmode=walking,https://www.google.com/maps/search/?api=1&query=Dark%20Eagle%2C%20Paracelsusstra%C3%9Fe%2011%2C%20Salzburg%2C%20Austria,https://www.google.com/maps/dir/?api=1&origin=Atel%20Hotel%20Lasserhof%2C%20Lasserstra%C3%9Fe%2047%2C%20Salzburg%2C%20Austria&destination=Dark%20Eagle%2C%20Paracelsusstra%C3%9Fe%2011%2C%20Salzburg%2C%20Austria&travelmode=walking&waypoints=Hohensalzburg%20Fortress%2C%20Salzburg%2C%20Austria%7CResidenzplatz%2C%20Salzburg%2C%20Austria%7CSalzburg%20Cathedral%2C%20Salzburg%2C%20Austria%7CGetreidegasse%2C%20Salzburg%2C%20Austria%7CMozartplatz%2C%20Salzburg%2C%20Austria%7CMakartsteg%2C%20Salzburg%2C%20Austria
day-2026-11-24,24 nov,Salzburgo → Viena,1,hotel,Hotel,Atel Hotel Lasserhof (check-out),"Atel Hotel Lasserhof, Lasserstraße 47, Salzburg, Austria",47.804200,13.043100,,,,,https://www.google.com/maps/search/?api=1&query=Atel%20Hotel%20Lasserhof%2C%20Lasserstra%C3%9Fe%2047%2C%20Salzburg%2C%20Austria,https://www.google.com/maps/dir/?api=1&origin=Atel%20Hotel%20Lasserhof%2C%20Lasserstra%C3%9Fe%2047%2C%20Salzburg%2C%20Austria&destination=Donaukanal%2C%201020%20Vienna%2C%20Austria&travelmode=walking&waypoints=Hotel%20Zipser%2C%20Lange%20Gasse%2049%2C%201080%20Wien%2C%20Austria%7CPrater%2C%20Vienna%2C%20Austria%7CNaschmarkt%2C%20Vienna%2C%20Austria
day-2026-11-24,24 nov,Salzburgo → Viena,2,transport,Transporte,Salzburg Hauptbahnhof,"Salzburg Hauptbahnhof, Austria",47.812778,13.045556,walk,A pé,Check-out → estação,https://www.google.com/maps/dir/?api=1&origin=Atel%20Hotel%20Lasserhof%2C%20Lasserstra%C3%9Fe%2047%2C%20Salzburg%2C%20Austria&destination=Salzburg%20Hauptbahnhof%2C%20Austria&travelmode=walking,https://www.google.com/maps/search/?api=1&query=Salzburg%20Hauptbahnhof%2C%20Austria,https://www.google.com/maps/dir/?api=1&origin=Atel%20Hotel%20Lasserhof%2C%20Lasserstra%C3%9Fe%2047%2C%20Salzburg%2C%20Austria&destination=Donaukanal%2C%201020%20Vienna%2C%20Austria&travelmode=walking&waypoints=Hotel%20Zipser%2C%20Lange%20Gasse%2049%2C%201080%20Wien%2C%20Austria%7CPrater%2C%20Vienna%2C%20Austria%7CNaschmarkt%2C%20Vienna%2C%20Austria
day-2026-11-24,24 nov,Salzburgo → Viena,3,transport,Transporte,Wien Hauptbahnhof (ICE 10:00),"Wien Hauptbahnhof, Austria",48.185000,16.372778,train,Trem,ICE Salzburg → Wien Hbf,https://www.google.com/maps/dir/?api=1&origin=Salzburg%20Hauptbahnhof%2C%20Austria&destination=Wien%20Hauptbahnhof%2C%20Austria&travelmode=transit,https://www.google.com/maps/search/?api=1&query=Wien%20Hauptbahnhof%2C%20Austria,https://www.google.com/maps/dir/?api=1&origin=Atel%20Hotel%20Lasserhof%2C%20Lasserstra%C3%9Fe%2047%2C%20Salzburg%2C%20Austria&destination=Donaukanal%2C%201020%20Vienna%2C%20Austria&travelmode=walking&waypoints=Hotel%20Zipser%2C%20Lange%20Gasse%2049%2C%201080%20Wien%2C%20Austria%7CPrater%2C%20Vienna%2C%20Austria%7CNaschmarkt%2C%20Vienna%2C%20Austria
day-2026-11-24,24 nov,Salzburgo → Viena,4,hotel,Hotel,Hotel Zipser,"Hotel Zipser, Lange Gasse 49, 1080 Wien, Austria",48.211389,16.347778,metro,Metro,U1/U2 → hotel Zipser,https://www.google.com/maps/dir/?api=1&origin=Wien%20Hauptbahnhof%2C%20Austria&destination=Hotel%20Zipser%2C%20Lange%20Gasse%2049%2C%201080%20Wien%2C%20Austria&travelmode=transit,https://www.google.com/maps/search/?api=1&query=Hotel%20Zipser%2C%20Lange%20Gasse%2049%2C%201080%20Wien%2C%20Austria,https://www.google.com/maps/dir/?api=1&origin=Atel%20Hotel%20Lasserhof%2C%20Lasserstra%C3%9Fe%2047%2C%20Salzburg%2C%20Austria&destination=Donaukanal%2C%201020%20Vienna%2C%20Austria&travelmode=walking&waypoints=Hotel%20Zipser%2C%20Lange%20Gasse%2049%2C%201080%20Wien%2C%20Austria%7CPrater%2C%20Vienna%2C%20Austria%7CNaschmarkt%2C%20Vienna%2C%20Austria
day-2026-11-24,24 nov,Salzburgo → Viena,5,sight,Ponto turístico,Prater,"Prater, Vienna, Austria",48.216111,16.395833,metro,Metro,U2 → Praterstern,https://www.google.com/maps/dir/?api=1&origin=Hotel%20Zipser%2C%20Lange%20Gasse%2049%2C%201080%20Wien%2C%20Austria&destination=Prater%2C%20Vienna%2C%20Austria&travelmode=transit,https://www.google.com/maps/search/?api=1&query=Prater%2C%20Vienna%2C%20Austria,https://www.google.com/maps/dir/?api=1&origin=Atel%20Hotel%20Lasserhof%2C%20Lasserstra%C3%9Fe%2047%2C%20Salzburg%2C%20Austria&destination=Donaukanal%2C%201020%20Vienna%2C%20Austria&travelmode=walking&waypoints=Hotel%20Zipser%2C%20Lange%20Gasse%2049%2C%201080%20Wien%2C%20Austria%7CPrater%2C%20Vienna%2C%20Austria%7CNaschmarkt%2C%20Vienna%2C%20Austria
day-2026-11-24,24 nov,Salzburgo → Viena,6,sight,Ponto turístico,Naschmarkt,"Naschmarkt, Vienna, Austria",48.198611,16.366111,metro,Metro,U1 + U4 → Naschmarkt,https://www.google.com/maps/dir/?api=1&origin=Prater%2C%20Vienna%2C%20Austria&destination=Naschmarkt%2C%20Vienna%2C%20Austria&travelmode=transit,https://www.google.com/maps/search/?api=1&query=Naschmarkt%2C%20Vienna%2C%20Austria,https://www.google.com/maps/dir/?api=1&origin=Atel%20Hotel%20Lasserhof%2C%20Lasserstra%C3%9Fe%2047%2C%20Salzburg%2C%20Austria&destination=Donaukanal%2C%201020%20Vienna%2C%20Austria&travelmode=walking&waypoints=Hotel%20Zipser%2C%20Lange%20Gasse%2049%2C%201080%20Wien%2C%20Austria%7CPrater%2C%20Vienna%2C%20Austria%7CNaschmarkt%2C%20Vienna%2C%20Austria
day-2026-11-24,24 nov,Salzburgo → Viena,7,sight,Ponto turístico,Donaukanal,"Donaukanal, 1020 Vienna, Austria",48.218889,16.378333,metro,Metro,U4/U2 → Donaukanal,https://www.google.com/maps/dir/?api=1&origin=Naschmarkt%2C%20Vienna%2C%20Austria&destination=Donaukanal%2C%201020%20Vienna%2C%20Austria&travelmode=transit,https://www.google.com/maps/search/?api=1&query=Donaukanal%2C%201020%20Vienna%2C%20Austria,https://www.google.com/maps/dir/?api=1&origin=Atel%20Hotel%20Lasserhof%2C%20Lasserstra%C3%9Fe%2047%2C%20Salzburg%2C%20Austria&destination=Donaukanal%2C%201020%20Vienna%2C%20Austria&travelmode=walking&waypoints=Hotel%20Zipser%2C%20Lange%20Gasse%2049%2C%201080%20Wien%2C%20Austria%7CPrater%2C%20Vienna%2C%20Austria%7CNaschmarkt%2C%20Vienna%2C%20Austria
day-2026-11-24,24 nov,Salzburgo → Viena,8,night,Noite,Donaukanal / Village (noite),"Donaukanal, 1020 Vienna, Austria",48.218889,16.378333,walk,A pé,Noite no canal,https://www.google.com/maps/dir/?api=1&origin=Donaukanal%2C%201020%20Vienna%2C%20Austria&destination=Donaukanal%2C%201020%20Vienna%2C%20Austria&travelmode=walking,https://www.google.com/maps/search/?api=1&query=Donaukanal%2C%201020%20Vienna%2C%20Austria,https://www.google.com/maps/dir/?api=1&origin=Atel%20Hotel%20Lasserhof%2C%20Lasserstra%C3%9Fe%2047%2C%20Salzburg%2C%20Austria&destination=Donaukanal%2C%201020%20Vienna%2C%20Austria&travelmode=walking&waypoints=Hotel%20Zipser%2C%20Lange%20Gasse%2049%2C%201080%20Wien%2C%20Austria%7CPrater%2C%20Vienna%2C%20Austria%7CNaschmarkt%2C%20Vienna%2C%20Austria
day-2026-11-25,25 nov,Viena — Schönbrunn e anel,1,hotel,Hotel,Hotel Zipser,"Hotel Zipser, Lange Gasse 49, Wien, Austria",48.211389,16.347778,,,,,https://www.google.com/maps/search/?api=1&query=Hotel%20Zipser%2C%20Lange%20Gasse%2049%2C%20Wien%2C%20Austria,https://www.google.com/maps/dir/?api=1&origin=Hotel%20Zipser%2C%20Lange%20Gasse%2049%2C%20Wien%2C%20Austria&destination=Austrian%20Parliament%20Building%2C%20Vienna%2C%20Austria&travelmode=walking&waypoints=Sch%C3%B6nbrunn%20Palace%2C%20Vienna%2C%20Austria%7CStadtpark%2C%20Vienna%2C%20Austria%7CSt.%20Stephen%27s%20Cathedral%2C%20Vienna%2C%20Austria%7CGraben%2C%20Vienna%2C%20Austria%7CHofburg%20Palace%2C%20Vienna%2C%20Austria%7CVienna%20City%20Hall%2C%20Austria
